step,episodes,frames_total,cell,loss,accuracy,gradient_norm,clipped,frames,seconds,diagnostics
1,8,40,binding_D0,1.000548005104065,0.375,4.956839084625244,1,5,1.7878692150115967,"{""first_sensory_field_gradient_norm"": 0.0002433222543913871, ""early_r_gradient_norm"": 0.0008010443998500705, ""early_r_rms"": 0.06659231334924698, ""early_a_gradient_norm"": 5.964304000372067e-05, ""early_a_rms"": 0.0, ""late_r_gradient_norm"": 0.002035777550190687, ""late_r_rms"": 0.191391259431839, ""late_a_gradient_norm"": null, ""late_a_rms"": 0.019746094942092896, ""encoder_gradient_norm"": 2.5558278560638428, ""raw_recurrent_gradient_rms"": 2.8660231521371315e-08, ""state_stats"": {""inactive_fraction"": 0.3227510154247284, ""tau_r_mean"": 4.3387556076049805, ""tau_a_mean"": 34.71004867553711, ""adaptation_gain_mean"": 0.05000000074505806}, ""effective_recurrent_relative_update"": 0.00024303649843204767}"
2,16,112,binding_D4,0.7372571229934692,0.5,3.1086361408233643,1,9,0.4489600658416748,{}
3,24,248,single_D12,0.6726211309432983,0.5,1.3057817220687866,1,17,0.8350982666015625,{}
4,32,288,single_D0,0.5094761848449707,0.75,2.5183615684509277,1,5,0.25696825981140137,{}
5,40,424,single_D12,0.6957933306694031,0.5,1.8662221431732178,1,17,0.8375310897827148,{}
6,48,560,single_D12,0.6640437841415405,0.5,2.501136064529419,1,17,0.8290350437164307,{}
7,56,632,binding_D4,0.6787359714508057,0.625,1.0472888946533203,1,9,0.47293972969055176,{}
8,64,672,single_D0,0.47662997245788574,1.0,1.293702483177185,1,5,0.25521206855773926,{}
9,72,760,motion_D0,1.4016034603118896,0.25,0.8556454181671143,0,11,0.5875270366668701,{}
10,80,992,single_D24,0.7040520906448364,0.5,2.086256265640259,1,29,1.417130708694458,{}
11,88,1224,single_D24,0.7430123090744019,0.5,1.9772400856018066,1,29,1.4163165092468262,{}
12,96,1456,binding_D24,0.6697736382484436,0.625,0.8916149139404297,0,29,1.4042296409606934,{}
13,104,1688,single_D24,0.733476996421814,0.625,1.8992092609405518,1,29,1.3907299041748047,{}
14,112,1824,single_D12,0.6600354909896851,0.5,1.5657354593276978,1,17,0.8239035606384277,{}
15,120,2104,motion_D24,1.4100589752197266,0.125,0.4373934864997864,0,35,1.7135403156280518,{}
16,128,2336,single_D24,0.6783175468444824,0.5,1.1167871952056885,1,29,1.389307975769043,{}
17,136,2408,single_D4,0.6355651617050171,0.625,1.4516055583953857,1,9,0.4465517997741699,{}
18,144,2480,binding_D4,0.6875306367874146,0.625,2.008269786834717,1,9,0.47026729583740234,{}
19,152,2520,binding_D0,0.727080225944519,0.75,2.0795559883117676,1,5,0.29793691635131836,{}
20,160,2560,single_D0,0.548292875289917,0.5,3.868072748184204,1,5,0.2692859172821045,{}
21,168,2632,binding_D4,0.7395303845405579,0.375,2.268505573272705,1,9,0.4642808437347412,{}
22,176,2864,single_D24,0.6969847679138184,0.5,1.0547382831573486,1,29,1.3963868618011475,{}
23,184,2904,binding_D0,0.6753451228141785,0.375,1.5028324127197266,1,5,0.2596864700317383,{}
24,192,2992,motion_D0,1.4043183326721191,0.125,0.3858301043510437,0,11,0.5772254467010498,{}
25,200,3032,binding_D0,0.7178805470466614,0.5,2.437446117401123,1,5,0.2678241729736328,{}
26,208,3104,single_D4,0.6428096890449524,0.625,1.3105696439743042,1,9,0.4573078155517578,{}
27,216,3336,binding_D24,0.746487557888031,0.25,1.5420348644256592,1,29,1.3876287937164307,{}
28,224,3472,binding_D12,0.7886952757835388,0.25,1.1429492235183716,1,17,0.8249971866607666,{}
29,232,3608,binding_D12,0.6594319343566895,0.75,1.3974536657333374,1,17,0.8221304416656494,{}
30,240,3888,motion_D24,1.3760462999343872,0.25,0.35141876339912415,0,35,1.734250783920288,{}
31,248,3960,binding_D4,0.6623507738113403,0.625,0.9746185541152954,0,9,0.4615600109100342,{}
32,256,4000,single_D0,0.5126636624336243,0.625,2.1489641666412354,1,5,0.2599196434020996,{}
33,264,4232,binding_D24,0.7768178582191467,0.25,1.2858301401138306,1,29,1.3977046012878418,{}
34,272,4272,binding_D0,0.8117206692695618,0.375,2.3862807750701904,1,5,0.266127347946167,{}
35,280,4312,binding_D0,0.6963728666305542,0.625,2.5581109523773193,1,5,0.26813554763793945,{}
36,288,4448,binding_D12,0.6643053293228149,0.625,1.8785604238510132,1,17,0.8311145305633545,{}
37,296,4584,binding_D12,0.7401919364929199,0.25,1.2119194269180298,1,17,0.851599931716919,{}
38,304,4720,single_D12,0.7260214686393738,0.375,0.8968020677566528,0,17,0.8384380340576172,{}
39,312,4856,single_D12,0.6752882599830627,0.625,0.8984106779098511,0,17,0.8541710376739502,{}
40,320,4944,motion_D0,1.3839918375015259,0.125,0.47915932536125183,0,11,0.5977785587310791,{}
41,328,4984,single_D0,0.5863967537879944,0.75,3.1317920684814453,1,5,0.27631688117980957,{}
42,336,5120,single_D12,0.734018087387085,0.5,1.74997878074646,1,17,0.8427820205688477,{}
43,344,5192,single_D4,0.6166574954986572,0.625,1.441150188446045,1,9,0.4504685401916504,{}
44,352,5264,single_D4,0.6220270991325378,0.75,1.5142613649368286,1,9,0.47994518280029297,{}
45,360,5304,binding_D0,0.71998530626297,0.5,1.7693779468536377,1,5,0.26767873764038086,{}
46,368,5536,single_D24,0.7025412321090698,0.375,0.6910247802734375,0,29,1.413822889328003,{}
47,376,5672,binding_D12,0.6853606700897217,0.5,0.759526789188385,0,17,0.8345930576324463,{}
48,384,5744,binding_D4,0.7199780344963074,0.5,1.6304963827133179,1,9,0.45703721046447754,{}
49,392,5976,single_D24,0.7192643284797668,0.375,1.0697124004364014,1,29,1.4319186210632324,{}
50,400,6048,single_D4,0.6333232522010803,0.75,1.0402098894119263,1,9,0.45476627349853516,{}
51,408,6280,binding_D24,0.6883021593093872,0.625,1.0439149141311646,1,29,1.4255445003509521,{}
52,416,6560,motion_D24,1.3833030462265015,0.25,0.3381151556968689,0,35,1.8372557163238525,{}
53,424,6792,binding_D24,0.7607629299163818,0.375,1.0980947017669678,1,29,1.4339325428009033,{}
54,432,6880,motion_D0,1.4134950637817383,0.25,0.5541771650314331,0,11,0.5965900421142578,{}
55,440,7112,binding_D24,0.7548488974571228,0.25,1.1720147132873535,1,29,1.450507402420044,{}
56,448,7152,binding_D0,0.688429057598114,0.625,2.1581013202667236,1,5,0.2613072395324707,{}
57,456,7384,binding_D24,0.6943091154098511,0.5,0.9503358602523804,0,29,1.4078116416931152,{}
58,464,7456,single_D4,0.650545597076416,0.75,1.6806436777114868,1,9,0.4567692279815674,{}
59,472,7592,binding_D12,0.698729932308197,0.375,1.262274980545044,1,17,0.8366081714630127,{}
60,480,7632,binding_D0,0.7416740655899048,0.375,2.0350301265716553,1,5,0.2728393077850342,{}
61,488,7912,motion_D24,1.386522889137268,0.125,0.38759052753448486,0,35,1.7464191913604736,{}
62,496,8048,single_D12,0.6695263385772705,0.5,1.5427979230880737,1,17,0.8745620250701904,{}
63,504,8120,binding_D4,0.683070719242096,0.625,0.9303818941116333,0,9,0.47501540184020996,{}
64,512,8352,binding_D24,0.6571516394615173,0.5,0.9888715147972107,0,29,1.4924445152282715,{}
65,520,8584,single_D24,0.6923938989639282,0.5,1.0194100141525269,1,29,1.4347119331359863,{}
66,528,8624,single_D0,0.5321361422538757,0.75,1.5481945276260376,1,5,0.26915836334228516,{}
67,536,8760,binding_D12,0.6992596983909607,0.375,1.8030364513397217,1,17,0.853994607925415,{}
68,544,8832,single_D4,0.6167643070220947,0.75,1.2117784023284912,1,9,0.4494037628173828,{}
69,552,8904,single_D4,0.5703258514404297,0.75,1.0862975120544434,1,9,0.4582231044769287,{}
70,560,8976,binding_D4,0.6880063414573669,0.625,0.9537198543548584,0,9,0.516524076461792,{}
71,568,9016,single_D0,0.5122614502906799,0.625,2.046860933303833,1,5,0.24697208404541016,{}
72,576,9056,single_D0,0.5845533609390259,0.75,2.0567517280578613,1,5,0.26541709899902344,{}
73,584,9128,binding_D4,0.6644436717033386,0.625,1.3764876127243042,1,9,0.43944311141967773,{}
74,592,9360,single_D24,0.6793457865715027,0.5,1.37178635597229,1,29,1.3763728141784668,{}
75,600,9592,binding_D24,0.6401946544647217,0.875,0.9871513247489929,0,29,1.354186773300171,{}
76,608,9664,single_D4,0.6692116260528564,0.75,1.269340991973877,1,9,0.4489574432373047,{}
77,616,9800,single_D12,0.6665965914726257,0.625,1.5233064889907837,1,17,0.8134720325469971,{}
78,624,9936,binding_D12,0.6450738906860352,0.625,1.003584861755371,1,17,0.8039493560791016,{}
79,632,9976,single_D0,0.5072271227836609,0.75,1.7303829193115234,1,5,0.25784945487976074,{}
80,640,10112,binding_D12,0.7046303153038025,0.625,0.9112967848777771,0,17,0.7989537715911865,{}
81,648,10152,binding_D0,0.7035744786262512,0.625,1.6693148612976074,1,5,0.26759791374206543,{}
82,656,10224,single_D4,0.5759862065315247,1.0,1.955688714981079,1,9,0.4277920722961426,{}
83,664,10296,single_D4,0.6393083333969116,0.75,1.8668992519378662,1,9,0.4351961612701416,{}
84,672,10528,single_D24,0.6916486024856567,0.625,1.5717629194259644,1,29,1.3551807403564453,{}
85,680,10760,binding_D24,0.7189383506774902,0.75,1.1347378492355347,1,29,1.358027458190918,{}
86,688,10800,single_D0,0.47095248103141785,0.75,2.669991970062256,1,5,0.25082969665527344,{}
87,696,10936,binding_D12,0.6909276247024536,0.375,0.9967326521873474,0,17,0.7960550785064697,{}
88,704,11216,motion_D24,1.378380537033081,0.375,0.35621505975723267,0,35,1.6624834537506104,{}
89,712,11448,single_D24,0.7078767418861389,0.375,1.1890161037445068,1,29,1.3621151447296143,{}
