step,episodes,frames_total,loss,accuracy,gradient_norm,clipped,seconds,task_losses,task_accuracies,cells,diagnostics
1358,54320,1140752,0.8327894806861877,0.45,0.3854645788669586,0,3.399980306625366,"{""orientation_cued"": 0.6717641353607178, ""motion_duration_cued"": 1.3971498012542725, ""krauzlis_cued_motion"": 0.7037503719329834, ""spatial_binding"": 0.6935465335845947, ""image_recognition"": 0.6977365612983704}","{""orientation_cued"": 0.625, ""motion_duration_cued"": 0.125, ""krauzlis_cued_motion"": 0.5, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D4"", ""motion_duration_cued"": ""motion_duration_cued_D24"", ""krauzlis_cued_motion"": ""krauzlis_B20"", ""spatial_binding"": ""spatial_binding_D4"", ""image_recognition"": ""image_recognition_N24_H3""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1359,54360,1141720,0.6810692253988236,0.625,0.40674740076065063,0,3.346007823944092,"{""orientation_cued"": 0.6973072290420532, ""motion_duration_cued"": 1.3818747997283936, ""krauzlis_cued_motion"": 0.6321287751197815, ""spatial_binding"": 0.692722499370575, ""image_recognition"": 0.0013128237333148718}","{""orientation_cued"": 0.5, ""motion_duration_cued"": 0.375, ""krauzlis_cued_motion"": 0.75, ""spatial_binding"": 0.5, ""image_recognition"": 1.0}","{""orientation_cued"": ""orientation_cued_D24"", ""motion_duration_cued"": ""motion_duration_cued_D12"", ""krauzlis_cued_motion"": ""krauzlis_B28"", ""spatial_binding"": ""spatial_binding_D12"", ""image_recognition"": ""image_recognition_N0_H4""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1360,54400,1142200,0.7110067693400197,0.5,0.4877758026123047,0,1.7662439346313477,"{""orientation_cued"": 0.7175290584564209, ""motion_duration_cued"": 1.4048113822937012, ""krauzlis_cued_motion"": 0.7379514575004578, ""spatial_binding"": 0.6937748193740845, ""image_recognition"": 0.0009671290754340589}","{""orientation_cued"": 0.5, ""motion_duration_cued"": 0.125, ""krauzlis_cued_motion"": 0.375, ""spatial_binding"": 0.5, ""image_recognition"": 1.0}","{""orientation_cued"": ""orientation_cued_D0"", ""motion_duration_cued"": ""motion_duration_cued_D4"", ""krauzlis_cued_motion"": ""krauzlis_B12"", ""spatial_binding"": ""spatial_binding_D0"", ""image_recognition"": ""image_recognition_N0_H3""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1361,54440,1142824,0.8227368354797363,0.475,0.5068588852882385,0,2.206406831741333,"{""orientation_cued"": 0.7097623348236084, ""motion_duration_cued"": 1.3904824256896973, ""krauzlis_cued_motion"": 0.6330851316452026, ""spatial_binding"": 0.6943597793579102, ""image_recognition"": 0.6859945058822632}","{""orientation_cued"": 0.5, ""motion_duration_cued"": 0.125, ""krauzlis_cued_motion"": 0.75, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D0"", ""motion_duration_cued"": ""motion_duration_cued_D0"", ""krauzlis_cued_motion"": ""krauzlis_B28"", ""spatial_binding"": ""spatial_binding_D0"", ""image_recognition"": ""image_recognition_N4_H5""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1362,54480,1143920,0.8308692693710327,0.425,0.2458382397890091,0,3.817739963531494,"{""orientation_cued"": 0.6961097717285156, ""motion_duration_cued"": 1.384588360786438, ""krauzlis_cued_motion"": 0.6676331758499146, ""spatial_binding"": 0.692802906036377, ""image_recognition"": 0.7132121324539185}","{""orientation_cued"": 0.5, ""motion_duration_cued"": 0.0, ""krauzlis_cued_motion"": 0.625, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D12"", ""motion_duration_cued"": ""motion_duration_cued_D24"", ""krauzlis_cued_motion"": ""krauzlis_B20"", ""spatial_binding"": ""spatial_binding_D24"", ""image_recognition"": ""image_recognition_N12_H4""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1363,54520,1144768,0.8451448082923889,0.4,0.4501933157444,0,2.975653648376465,"{""orientation_cued"": 0.7155243754386902, ""motion_duration_cued"": 1.385393500328064, ""krauzlis_cued_motion"": 0.7391072511672974, ""spatial_binding"": 0.6932744383811951, ""image_recognition"": 0.692424476146698}","{""orientation_cued"": 0.375, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.375, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D4"", ""motion_duration_cued"": ""motion_duration_cued_D12"", ""krauzlis_cued_motion"": ""krauzlis_B28"", ""spatial_binding"": ""spatial_binding_D4"", ""image_recognition"": ""image_recognition_N12_H5""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1364,54560,1145640,0.8051727175712585,0.6,0.5623082518577576,0,3.0397164821624756,"{""orientation_cued"": 0.6793991923332214, ""motion_duration_cued"": 1.3878241777420044, ""krauzlis_cued_motion"": 0.5979417562484741, ""spatial_binding"": 0.6937286257743835, ""image_recognition"": 0.6669698357582092}","{""orientation_cued"": 0.625, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.875, ""spatial_binding"": 0.5, ""image_recognition"": 0.75}","{""orientation_cued"": ""orientation_cued_D24"", ""motion_duration_cued"": ""motion_duration_cued_D4"", ""krauzlis_cued_motion"": ""krauzlis_B20"", ""spatial_binding"": ""spatial_binding_D12"", ""image_recognition"": ""image_recognition_N4_H4""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1365,54600,1146384,0.8282410621643066,0.475,0.3714417815208435,0,2.6363487243652344,"{""orientation_cued"": 0.6891466975212097, ""motion_duration_cued"": 1.382421851158142, ""krauzlis_cued_motion"": 0.6676238179206848, ""spatial_binding"": 0.6941168904304504, ""image_recognition"": 0.7078960537910461}","{""orientation_cued"": 0.625, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.625, ""spatial_binding"": 0.5, ""image_recognition"": 0.375}","{""orientation_cued"": ""orientation_cued_D0"", ""motion_duration_cued"": ""motion_duration_cued_D12"", ""krauzlis_cued_motion"": ""krauzlis_B12"", ""spatial_binding"": ""spatial_binding_D0"", ""image_recognition"": ""image_recognition_N24_H4""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1366,54640,1147136,0.8313536524772644,0.425,0.31008297204971313,0,2.6668124198913574,"{""orientation_cued"": 0.6811186075210571, ""motion_duration_cued"": 1.3920464515686035, ""krauzlis_cued_motion"": 0.667159914970398, ""spatial_binding"": 0.6932479739189148, ""image_recognition"": 0.7231953144073486}","{""orientation_cued"": 0.625, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.625, ""spatial_binding"": 0.5, ""image_recognition"": 0.125}","{""orientation_cued"": ""orientation_cued_D4"", ""motion_duration_cued"": ""motion_duration_cued_D4"", ""krauzlis_cued_motion"": ""krauzlis_B12"", ""spatial_binding"": ""spatial_binding_D4"", ""image_recognition"": ""image_recognition_N24_H5""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1367,54680,1148384,0.836417305469513,0.45,0.3511267900466919,0,4.348484039306641,"{""orientation_cued"": 0.708098292350769, ""motion_duration_cued"": 1.3837740421295166, ""krauzlis_cued_motion"": 0.7045845985412598, ""spatial_binding"": 0.6929776668548584, ""image_recognition"": 0.6926519274711609}","{""orientation_cued"": 0.375, ""motion_duration_cued"": 0.375, ""krauzlis_cued_motion"": 0.5, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D24"", ""motion_duration_cued"": ""motion_duration_cued_D24"", ""krauzlis_cued_motion"": ""krauzlis_B28"", ""spatial_binding"": ""spatial_binding_D24"", ""image_recognition"": ""image_recognition_N12_H3""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1368,54720,1149120,0.8417075514793396,0.45,0.3811885714530945,0,2.620105743408203,"{""orientation_cued"": 0.6843516826629639, ""motion_duration_cued"": 1.387416124343872, ""krauzlis_cued_motion"": 0.743285596370697, ""spatial_binding"": 0.6937797665596008, ""image_recognition"": 0.6997045874595642}","{""orientation_cued"": 0.625, ""motion_duration_cued"": 0.25, ""krauzlis_cued_motion"": 0.375, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D12"", ""motion_duration_cued"": ""motion_duration_cued_D0"", ""krauzlis_cued_motion"": ""krauzlis_B20"", ""spatial_binding"": ""spatial_binding_D12"", ""image_recognition"": ""image_recognition_N4_H3""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1369,54760,1149792,0.8331911087036132,0.425,0.53821861743927,0,2.398252487182617,"{""orientation_cued"": 0.717170774936676, ""motion_duration_cued"": 1.3868398666381836, ""krauzlis_cued_motion"": 0.6665847301483154, ""spatial_binding"": 0.6930074095726013, ""image_recognition"": 0.70235276222229}","{""orientation_cued"": 0.25, ""motion_duration_cued"": 0.375, ""krauzlis_cued_motion"": 0.625, ""spatial_binding"": 0.5, ""image_recognition"": 0.375}","{""orientation_cued"": ""orientation_cued_D4"", ""motion_duration_cued"": ""motion_duration_cued_D0"", ""krauzlis_cued_motion"": ""krauzlis_B20"", ""spatial_binding"": ""spatial_binding_D4"", ""image_recognition"": ""image_recognition_N12_H3""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1370,54800,1150560,0.8378755688667298,0.4,0.7898399233818054,0,2.7208616733551025,"{""orientation_cued"": 0.7464455366134644, ""motion_duration_cued"": 1.3890602588653564, ""krauzlis_cued_motion"": 0.6668058633804321, ""spatial_binding"": 0.6935549974441528, ""image_recognition"": 0.6935111880302429}","{""orientation_cued"": 0.25, ""motion_duration_cued"": 0.125, ""krauzlis_cued_motion"": 0.625, ""spatial_binding"": 0.5, ""image_recognition"": 0.5}","{""orientation_cued"": ""orientation_cued_D0"", ""motion_duration_cued"": ""motion_duration_cued_D4"", ""krauzlis_cued_motion"": ""krauzlis_B12"", ""spatial_binding"": ""spatial_binding_D12"", ""image_recognition"": ""image_recognition_N24_H3""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1371,54840,1151432,0.8452953338623047,0.375,0.3998849093914032,0,3.1009199619293213,"{""orientation_cued"": 0.6890784502029419, ""motion_duration_cued"": 1.389528512954712, ""krauzlis_cued_motion"": 0.7428706884384155, ""spatial_binding"": 0.6945452690124512, ""image_recognition"": 0.7104537487030029}","{""orientation_cued"": 0.625, ""motion_duration_cued"": 0.125, ""krauzlis_cued_motion"": 0.375, ""spatial_binding"": 0.5, ""image_recognition"": 0.25}","{""orientation_cued"": ""orientation_cued_D12"", ""motion_duration_cued"": ""motion_duration_cued_D12"", ""krauzlis_cued_motion"": ""krauzlis_B28"", ""spatial_binding"": ""spatial_binding_D0"", ""image_recognition"": ""image_recognition_N12_H4""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
1372,54880,1152520,0.7039138305932283,0.525,0.4279536306858063,0,3.8753223419189453,"{""orientation_cued"": 0.6982445120811462, ""motion_duration_cued"": 1.3856736421585083, ""krauzlis_cued_motion"": 0.7418296933174133, ""spatial_binding"": 0.6929949522018433, ""image_recognition"": 0.0008263532072305679}","{""orientation_cued"": 0.375, ""motion_duration_cued"": 0.375, ""krauzlis_cued_motion"": 0.375, ""spatial_binding"": 0.5, ""image_recognition"": 1.0}","{""orientation_cued"": ""orientation_cued_D24"", ""motion_duration_cued"": ""motion_duration_cued_D24"", ""krauzlis_cued_motion"": ""krauzlis_B20"", ""spatial_binding"": ""spatial_binding_D24"", ""image_recognition"": ""image_recognition_N0_H3""}","{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
